player_name,archetype_magicgg,mainboard,sideboard
Luis Salvatto,Selesnya Landfall,"2 Surrak, Elusive Hunter; 2 Plains; 4 Earthbender Ascension; 4 Mightform Harmonizer; 2 Temple Garden; 3 Escape Tunnel; 2 Lumbering Worldwagon; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Llanowar Elves; 1 Keen-Eyed Curator; 4 Badgermole Cub; 4 Fabled Passage; 7 Forest; 2 Bushwhack; 4 Erode; 4 Hushwood Verge; 2 Dyadrine, Synthesis Amalgam; 1 Mossborn Hydra; 1 Icetill Explorer","3 Mossborn Hydra; 4 Sheltered by Ghosts; 3 Rest in Peace; 3 Snakeskin Veil; 1 Kutzil, Malamet Exemplar; 1 Surrak, Elusive Hunter"
Francisco Sánchez,Izzet Prowess,8 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 1 Stormcarved Coast; 4 Boomerang Basics; 2 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 2 Spell Pierce; 2 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Flashfreeze; 1 Wan Shi Tong, Librarian; 1 Annul; 1 Slagstorm; 1 Impractical Joke; 2 Ghost Vacuum; 1 Sear; 1 Roaring Furnace // Steaming Sauna; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 1 Negate; 2 Broadside Barrage"
Josep Sanfeliu,Selesnya Landfall,"4 Erode; 2 Surrak, Elusive Hunter; 2 Lumbering Worldwagon; 2 Bushwhack; 4 Earthbender Ascension; 4 Sazh's Chocobo; 7 Forest; 1 Icetill Explorer; 2 Temple Garden; 1 Keen-Eyed Curator; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 2 Dyadrine, Synthesis Amalgam; 4 Hushwood Verge; 4 Mightform Harmonizer; 3 Escape Tunnel; 2 Plains; 3 Ba Sing Se; 1 Mossborn Hydra","1 Surrak, Elusive Hunter; 4 Sheltered by Ghosts; 1 Kutzil, Malamet Exemplar; 3 Mossborn Hydra; 3 Rest in Peace; 3 Snakeskin Veil"
Karl Sarap,Mono-Green Landfall,4 Ba Sing Se; 4 Badgermole Cub; 4 Earthbender Ascension; 12 Forest; 4 Esper Origins; 4 Fabled Passage; 4 Escape Tunnel; 4 Icetill Explorer; 4 Llanowar Elves; 4 Meltstrider's Resolve; 4 Mightform Harmonizer; 1 Cavern of Souls; 4 Sazh's Chocobo; 1 Edge Rover; 2 Dragon Sniper,4 Mossborn Hydra; 1 Cavern of Souls; 1 Pawpatch Formation; 2 Keen-Eyed Curator; 2 Royal Treatment; 2 Sapling Nursery; 2 Soul-Guide Lantern; 1 Archdruid's Charm
Joshua Saruga,Izzet Prowess,6 Island; 3 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 1 Stormcarved Coast; 4 Boomerang Basics; 1 Colorstorm Stallion; 2 Get Out; 4 Flow State; 1 Impractical Joke; 1 Wild Ride; 2 Multiversal Passage; 1 Spell Pierce; 2 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,2 Slagstorm; 3 Colorstorm Stallion; 1 Sear; 1 Ghost Vacuum; 2 Roaring Furnace // Steaming Sauna; 2 Annul; 1 The Legend of Kuruk; 2 Soul-Guide Lantern; 1 Spell Pierce
Justin Schabel,Izzet Lessons,4 Monument to Endurance; 4 Gran-Gran; 4 Artist's Talent; 1 Three Steps Ahead; 4 Abandon Attachments; 4 Accumulate Wisdom; 4 Combustion Technique; 4 Firebending Lesson; 2 Agna Qel'a; 5 Island; 4 Riverpyre Verge; 4 Steam Vents; 1 Boomerang Basics; 3 Mountain; 4 Spirebluff Canal; 3 It'll Quench Ya!; 3 Flashback; 1 Iroh's Demonstration; 1 Pyroclasm,"3 Wan Shi Tong, Librarian; 3 Spell Pierce; 1 Essence Scatter; 1 Impractical Joke; 1 Ral, Crackling Wit; 1 Sear; 1 Flashfreeze; 2 Emeritus of Ideation; 2 Annul"
Abe Schnake,Izzet Prowess,4 Stormchaser's Talent; 2 Impractical Joke; 4 Boomerang Basics; 2 Colorstorm Stallion; 4 Eddymurk Crab; 4 Burst Lightning; 4 Flow State; 4 Sleight of Hand; 4 Opt; 1 Get Out; 1 Traumatic Critique; 1 Prismari Charm; 2 Spell Pierce; 2 Slickshot Show-Off; 2 Stormcarved Coast; 4 Steam Vents; 4 Spirebluff Canal; 4 Riverpyre Verge; 7 Island,"1 Slickshot Show-Off; 1 Annul; 1 Soul-Guide Lantern; 1 Get Out; 2 Negate; 1 Disdainful Stroke; 3 Sear; 1 Colorstorm Stallion; 2 Ral, Crackling Wit; 1 Broadside Barrage; 1 Roaring Furnace // Steaming Sauna"
Coby Schnepf,Selesnya Rhythm,3 Abandoned Air Temple; 4 Badgermole Cub; 4 Brightglass Gearhulk; 1 Craterhoof Behemoth; 1 Figure of Fable; 8 Forest; 4 Gene Pollinator; 1 Goldvein Hydra; 4 Hushwood Verge; 4 Llanowar Elves; 1 Meltstrider's Resolve; 2 Multiversal Passage; 4 Nature's Rhythm; 1 Nurturing Pixie; 4 Ouroboroid; 2 Plains; 3 Seam Rip; 1 Soul-Guide Lantern; 4 Temple Garden; 4 Spider Manifestation,"2 Erode; 1 Ghost Vacuum; 1 Insidious Fungus; 1 Keen-Eyed Curator; 1 Leatherhead, Swamp Stalker; 2 Pawpatch Formation; 1 Royal Treatment; 3 Sage of the Skies; 1 Soul-Guide Lantern; 2 Surrak, Elusive Hunter"
Lukas Schwendinger,Mono-Red Aggro,"3 Shock; 1 Kellan, Planar Trailblazer; 4 Burst Lightning; 4 Hired Claw; 2 Lightning Strike; 2 Magebane Lizard; 4 Razorkin Needlehead; 4 Scalding Viper; 4 Hearthborn Battler; 1 Tersa Lightshatter; 3 Nova Hellkite; 1 Sunspine Lynx; 3 Ojer Axonil, Deepest Might; 1 Spirebluff Canal; 4 Riverpyre Verge; 2 Steam Vents; 3 Soulstone Sanctuary; 14 Mountain","1 Kellan, Planar Trailblazer; 1 Sear; 1 Tokka and Rahzar, Terrible Twos; 1 Magebane Lizard; 2 Sunspine Lynx; 2 The Legend of Roku; 1 Ghost Vacuum; 2 Soul-Guide Lantern; 3 Scorching Shot; 1 Ojer Axonil, Deepest Might"
Stefan Schütz,Mono-Green Landfall,1 Cavern of Souls; 4 Earthbender Ascension; 3 Mightform Harmonizer; 4 Esper Origins; 4 Meltstrider's Resolve; 4 Escape Tunnel; 1 Dragon Sniper; 4 Ba Sing Se; 4 Sazh's Chocobo; 2 Edge Rover; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 13 Forest,1 Mightform Harmonizer; 2 Pawpatch Formation; 2 Royal Treatment; 1 Cavern of Souls; 3 Soul-Guide Lantern; 4 Mossborn Hydra; 2 Sapling Nursery
Sophi Seley,Izzet Maestro,2 Mistrise Village; 2 Thundering Falls; 3 Sorceress's Schemes; 3 Three Steps Ahead; 2 Willowrush Verge; 1 Abrade; 3 Molten-Core Maestro; 1 Hedge Maze; 3 Great Hall of the Biblioplex; 1 Fountainport; 4 Combustion Technique; 3 Ashling's Command; 2 Island; 4 Firebending Lesson; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 1 Stock Up; 1 Prismari Charm; 2 It'll Quench Ya!; 4 Riverpyre Verge; 4 Steam Vents; 4 Tablet of Discovery; 3 Spirebluff Canal,2 Origin of Metalbending; 2 Negate; 2 Mathemagics; 1 Ill-Timed Explosion; 2 Annul; 2 Flashfreeze; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Broadside Barrage
Aras Senyuz,Temur Omniscience,"1 Forest; 2 Starting Town; 1 Bounce Off; 2 Stomping Ground; 3 Winternight Stories; 3 Breeding Pool; 2 Multiversal Passage; 4 Kona, Rescue Beastie; 1 Spell Snare; 4 Ashling, Rekindled; 4 Uthros, Titanic Godcore; 4 Cavern of Souls; 1 Firebending Lesson; 3 Marang River Regent; 3 Stock Up; 1 Riverpyre Verge; 4 Omniscience; 1 Spider-Sense; 2 Spirebluff Canal; 4 Kavaron, Memorial World; 1 Steam Vents; 2 Fire Magic; 4 Formidable Speaker; 3 North Wind Avatar",1 Origin of Metalbending; 2 Abrade; 1 Stormkeld Vanguard; 1 Omni-Changeling; 1 Firebending Lesson; 1 Marang River Regent; 1 Ill-Timed Explosion; 2 Spider-Sense; 2 Soul-Guide Lantern; 1 Fire Magic; 1 Extinguisher Battleship; 1 Voice of Victory
Akira Shibata,Sultai Control,"1 Swamp; 3 Withering Curse; 4 Starting Town; 2 Underground Mortuary; 2 Quandrix Charm; 1 Wistfulness; 1 Dreamroot Cascade; 4 Deceit; 3 Awaken the Honored Dead; 1 Black Cat, Cunning Thief; 1 Island; 3 Superior Spider-Man; 3 Wastewood Verge; 1 Multiversal Passage; 4 Rakshasa's Bargain; 2 Undercity Sewers; 4 Overgrown Tomb; 2 Shoot the Sheriff; 2 Requiting Hex; 4 Watery Grave; 2 Witherbloom Charm; 2 Gloomlake Verge; 4 Ancient Cornucopia; 4 Emeritus of Ideation","1 Disdainful Stroke; 2 Negate; 2 Strategic Betrayal; 2 Pest Control; 2 Keen-Eyed Curator; 2 Cavern of Souls; 1 Black Cat, Cunning Thief; 2 Duress; 1 Bitter Triumph"
Mike Sigrist,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 2 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 1 Impractical Joke; 2 Multiversal Passage; 1 Spell Pierce; 2 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,1 Disdainful Stroke; 1 Annul; 1 Get Out; 2 Slagstorm; 1 Impractical Joke; 1 Sear; 1 Roaring Furnace // Steaming Sauna; 2 The Legend of Kuruk; 1 Spell Pierce; 1 Negate; 1 Spell Snare; 2 Sunderflock
Philip Silberman,Mono-Green Landfall,1 Promising Vein; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Meltstrider's Resolve; 4 Esper Origins; 4 Escape Tunnel; 2 Sapling Nursery; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest,"3 Surrak, Elusive Hunter; 1 Origin of Metalbending; 2 Pawpatch Formation; 2 Royal Treatment; 3 Soul-Guide Lantern; 4 Mossborn Hydra"
Aedan Simons-Rudolph,Jeskai Control,1 Abrade; 4 Consult the Star Charts; 1 Cori Mountain Monastery; 2 Day of Judgment; 2 Elegant Parlor; 3 Floodfarm Verge; 3 Get Lost; 3 Great Hall of the Biblioplex; 2 Hallowed Fountain; 2 Improvisation Capstone; 1 Island; 3 Jeskai Revelation; 4 Lightning Helix; 2 Meticulous Archive; 2 Mistrise Village; 1 Negate; 4 No More Lies; 1 North Wind Avatar; 1 Plains; 3 Resonating Lute; 2 Riverpyre Verge; 1 Sacred Foundry; 3 Steam Vents; 4 Stock Up; 1 Sunbillow Verge; 1 Three Steps Ahead; 2 Thundering Falls; 1 Traumatic Critique,1 Abrade; 1 Annul; 1 Day of Judgment; 1 Disdainful Stroke; 1 Flashfreeze; 1 Mathemagics; 1 Negate; 1 Pyroclasm; 2 Rest in Peace; 2 The Unagi of Kyoshi Island; 2 Torpor Orb; 1 Traumatic Critique
Pierre Smith,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 2 Traumatic Critique; 4 Burst Lightning; 1 Stormcarved Coast; 1 Great Hall of the Biblioplex; 4 Boomerang Basics; 2 Get Out; 4 Colorstorm Stallion; 4 Flow State; 1 Impractical Joke; 1 Sear; 1 Spell Pierce; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,"1 Flashfreeze; 1 Annul; 1 Slagstorm; 2 Hearth Elemental; 1 Ghost Vacuum; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 1 Spell Pierce; 2 Broadside Barrage; 3 Sunderflock"
Petr Sochůrek,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 3 Eddymurk Crab; 4 Flow State; 1 Stock Up; 3 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 4 Sleight of Hand; 4 Slickshot Show-Off; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent; 1 Spell Pierce; 1 Roaring Furnace // Steaming Sauna; 1 Magic Damper; 1 Colorstorm Stallion; 1 Traumatic Critique; 1 Get Out; 1 Prismari Charm; 6 Island,"2 Get Out; 1 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Slagstorm; 1 Annul; 1 Soul-Guide Lantern; 1 Broadside Barrage; 1 Disdainful Stroke; 1 Sear; 2 Ghost Vacuum; 1 Fire Magic; 1 Colorstorm Stallion; 1 Negate"
Evan Sonnenberg-Rhim,Mono-Green Landfall,3 Ba Sing Se; 4 Escape Tunnel; 4 Fabled Passage; 4 Badgermole Cub; 4 Mightform Harmonizer; 4 Meltstrider's Resolve; 4 Earthbender Ascension; 4 Icetill Explorer; 4 Sazh's Chocobo; 4 Esper Origins; 14 Forest; 2 Sapling Nursery; 1 Promising Vein; 4 Llanowar Elves,"2 Pawpatch Formation; 3 Soul-Guide Lantern; 3 Surrak, Elusive Hunter; 4 Mossborn Hydra; 2 Royal Treatment; 1 Glorious Decay"
Matt Sperling,Izzet Prowess,4 Boomerang Basics; 4 Steam Vents; 4 Eddymurk Crab; 4 Spirebluff Canal; 4 Sleight of Hand; 2 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 7 Island; 4 Slickshot Show-Off; 2 Stock Up; 4 Burst Lightning; 1 Impractical Joke; 4 Stormchaser's Talent; 4 Flow State; 2 Spell Pierce; 1 Get Out; 1 Roaring Furnace // Steaming Sauna,1 Impractical Joke; 1 Annul; 2 Get Out; 2 The Legend of Kuruk; 2 Slagstorm; 1 Sear; 1 Disdainful Stroke; 2 Sunderflock; 1 Spell Snare; 1 Negate; 1 Gigastorm Titan
Jonny Stange,Azorius Momo,"4 Daydream; 9 Plains; 4 Momo, Friendly Flier; 3 Nurturing Pixie; 4 Springleaf Drum; 2 Haliya, Guided by Light; 1 Practiced Offense; 4 Sage of the Skies; 4 Starfield Shepherd; 4 Quantum Riddler; 1 Abandoned Air Temple; 4 Floodfarm Verge; 4 Hallowed Fountain; 3 Multiversal Passage; 3 Seam Rip; 2 Aang, Swift Savior; 1 Mockingbird; 1 Spider-Sense; 2 Cosmogrand Zenith",1 Spell Pierce; 1 Curious Farm Animals; 3 Rest in Peace; 2 Disdainful Stroke; 2 Clarion Conqueror; 2 Avatar's Wrath; 2 Aven Interrupter; 1 Erode; 1 Spider-Sense
Benjamin Stark,Mono-Green Landfall,4 Badgermole Cub; 3 Keen-Eyed Curator; 2 Esper Origins; 4 Icetill Explorer; 4 Sazh's Chocobo; 4 Llanowar Elves; 3 Mightform Harmonizer; 4 Meltstrider's Resolve; 4 Earthbender Ascension; 2 Sapling Nursery; 4 Fabled Passage; 14 Forest; 3 Ba Sing Se; 1 Promising Vein; 4 Escape Tunnel,"2 Soul-Guide Lantern; 4 Mossborn Hydra; 2 Sapling Nursery; 1 Esper Origins; 2 Pawpatch Formation; 2 Heritage Reclamation; 2 Surrak, Elusive Hunter"
Matthew Stefansson,Mono-Green Landfall,1 Promising Vein; 1 Bushwhack; 4 Earthbender Ascension; 3 Mightform Harmonizer; 4 Escape Tunnel; 3 Meltstrider's Resolve; 4 Keen-Eyed Curator; 3 Sapling Nursery; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest,"2 Origin of Metalbending; 2 Surrak, Elusive Hunter; 1 Leatherhead, Swamp Stalker; 1 Meltstrider's Resolve; 2 Pawpatch Formation; 2 Torpor Orb; 3 Mossborn Hydra; 1 Sandman, Shifting Scoundrel; 1 Sapling Nursery"
Tyler Steinwand,Four-Color Elementals,"1 Thundering Falls; 4 Vibrance; 2 Sunderflock; 1 Ygra, Eater of All; 3 Burst Lightning; 2 Bounce Off; 4 Starting Town; 1 Restless Vinestalk; 3 Deceit; 4 Wistfulness; 3 Ill-Timed Explosion; 2 Breeding Pool; 4 Secluded Courtyard; 4 Flamebraider; 2 Island; 2 Sear; 4 Ashling, Rekindled; 4 Cavern of Souls; 1 Pit of Offerings; 2 Spirebluff Canal; 4 Steam Vents; 3 Roaming Throne",2 Disdainful Stroke; 1 Bounce Off; 2 Winternight Stories; 2 Ghost Vacuum; 1 Deceit; 1 Pyroclasm; 2 Flashfreeze; 2 Broadside Barrage; 1 Pit of Offerings; 1 Sunderflock
Elad Stettner,Golgari Midrange,4 Badgermole Cub; 1 Bitter Triumph; 4 Blooming Marsh; 1 Deathcap Glade; 3 Duress; 2 Emeritus of Abundance; 2 Firdoch Core; 3 Forest; 3 Keen-Eyed Curator; 4 Llanowar Elves; 1 Long Goodbye; 2 Maelstrom Pulse; 1 Multiversal Passage; 4 Overgrown Tomb; 4 Professor Dellian Fel; 4 Requiting Hex; 1 Restless Cottage; 1 Shoot the Sheriff; 2 Soulstone Sanctuary; 1 Strategic Betrayal; 3 Swamp; 1 Underground Mortuary; 4 Unholy Annex // Ritual Chamber; 4 Wastewood Verge,"1 Heritage Reclamation; 2 Day of Black Sun; 1 Decorum Dissertation; 1 Duress; 1 Intimidation Tactics; 1 Leatherhead, Swamp Stalker; 1 Long Goodbye; 2 Qarsi Revenant; 1 Surrak, Elusive Hunter; 2 Torpor Orb; 1 Strategic Betrayal; 1 Maelstrom Pulse"
Nathan Steuer,Selesnya Landfall,"4 Erode; 1 Surrak, Elusive Hunter; 2 Lumbering Worldwagon; 2 Bushwhack; 4 Earthbender Ascension; 2 Temple Garden; 7 Forest; 4 Sazh's Chocobo; 2 Icetill Explorer; 1 Keen-Eyed Curator; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 2 Dyadrine, Synthesis Amalgam; 4 Hushwood Verge; 4 Mightform Harmonizer; 3 Escape Tunnel; 2 Plains; 3 Ba Sing Se; 1 Mossborn Hydra","2 Surrak, Elusive Hunter; 3 Sheltered by Ghosts; 1 Restoration Magic; 1 Kutzil, Malamet Exemplar; 2 Mossborn Hydra; 3 Rest in Peace; 2 Snakeskin Veil; 1 Voice of Victory"
Devon Straub,Izzet Prowess,4 Boomerang Basics; 4 Flow State; 4 Burst Lightning; 3 Colorstorm Stallion; 1 Spell Pierce; 7 Island; 4 Riverpyre Verge; 1 Great Hall of the Biblioplex; 1 Stormcarved Coast; 2 Traumatic Critique; 1 Impractical Joke; 1 Hearth Elemental; 4 Sleight of Hand; 4 Eddymurk Crab; 4 Stormchaser's Talent; 4 Opt; 4 Spirebluff Canal; 4 Steam Vents; 2 Get Out; 1 Sear,"1 Flashfreeze; 1 Annul; 2 Broadside Barrage; 1 Soul-Guide Lantern; 2 Ral, Crackling Wit; 3 Sunderflock; 1 Hearth Elemental; 1 Ghost Vacuum; 1 Slagstorm; 1 Spell Pierce; 1 Roaring Furnace // Steaming Sauna"
Eli Swafford,Mono-Green Landfall,1 Cavern of Souls; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Esper Origins; 4 Meltstrider's Resolve; 4 Escape Tunnel; 2 Dragon Sniper; 4 Ba Sing Se; 4 Sazh's Chocobo; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 13 Forest,1 Pawpatch Formation; 1 Cavern of Souls; 2 Royal Treatment; 1 Archdruid's Charm; 3 Soul-Guide Lantern; 4 Mossborn Hydra; 1 Edge Rover; 2 Sapling Nursery
Piotr Szyiński,Izzet Prowess,4 Stormchaser's Talent; 4 Eddymurk Crab; 4 Slickshot Show-Off; 4 Boomerang Basics; 4 Opt; 4 Sleight of Hand; 4 Flow State; 1 Stock Up; 1 Octopus Form; 2 Spell Pierce; 1 Prismari Charm; 4 Burst Lightning; 1 Roaring Furnace // Steaming Sauna; 4 Spirebluff Canal; 4 Steam Vents; 4 Riverpyre Verge; 1 Stormcarved Coast; 8 Island; 1 Drake Hatcher,"2 Sunderflock; 3 Drake Hatcher; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 2 Broadside Barrage; 2 Soul-Guide Lantern; 1 Ghost Vacuum; 1 Spell Pierce; 1 Impractical Joke"
Kazuya Takuwa,Simic Omniscience,"3 Willowrush Verge; 4 Shimmerwilds Growth; 4 Consult the Star Charts; 1 Winternight Stories; 4 Breeding Pool; 2 Island; 4 Kona, Rescue Beastie; 4 Multiversal Passage; 4 Uthros, Titanic Godcore; 2 Into the Flood Maw; 4 Cavern of Souls; 2 Lost in the Maze; 3 Marang River Regent; 4 Stock Up; 4 Evendo, Waking Haven; 4 Omniscience; 1 Kavaron, Memorial World; 4 Formidable Speaker; 2 North Wind Avatar",1 Omni-Changeling; 2 Ghost Vacuum; 1 Into the Flood Maw; 1 North Wind Avatar; 1 Defend the Rider; 1 Marang River Regent; 3 Unable to Scream; 1 Soul-Guide Lantern; 1 Extinguisher Battleship; 1 Voice of Victory; 1 Spell Pierce; 1 Ringing Strike Mastery
Nicholas Talbot,Mono-Green Landfall,2 Planar Engineering; 2 Promising Vein; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Escape Tunnel; 4 Royal Treatment; 4 Tifa Lockhart; 3 Ba Sing Se; 4 Llanowar Elves; 4 Icetill Explorer; 4 Badgermole Cub; 4 Mossborn Hydra; 4 Fabled Passage; 13 Forest,2 Origin of Metalbending; 2 Meltstrider's Resolve; 1 Pawpatch Formation; 2 Torpor Orb; 1 Soul-Guide Lantern; 4 Keen-Eyed Curator; 3 Sapling Nursery
Mitchell Tamblyn,Golgari Midrange,2 Swamp; 2 Restless Cottage; 3 Forest; 1 Desecration Demon; 1 Starting Town; 2 Environmental Scientist; 1 Intimidation Tactics; 3 Keen-Eyed Curator; 4 Llanowar Elves; 3 Duress; 2 Badgermole Cub; 2 Multiversal Passage; 4 Blooming Marsh; 4 Wastewood Verge; 2 Maelstrom Pulse; 1 Bitter Triumph; 3 Professor Dellian Fel; 4 Overgrown Tomb; 1 Shoot the Sheriff; 4 Requiting Hex; 1 Mutable Explorer; 4 Unholy Annex // Ritual Chamber; 3 Soulstone Sanctuary; 1 Strategic Betrayal; 1 Deathcap Glade; 3 Preacher of the Schism,"1 Scrapshooter; 1 Surrak, Elusive Hunter; 1 Deathmark; 1 Strategic Betrayal; 1 Decorum Dissertation; 2 Intimidation Tactics; 1 Ghost Vacuum; 1 Leatherhead, Swamp Stalker; 2 Cruelclaw's Heist; 1 Duress; 2 Super Shredder; 1 Shoot the Sheriff"
Yuya Tase,Azorius Momo,"4 Daydream; 4 Momo, Friendly Flier; 2 Abandoned Air Temple; 4 Sage of the Skies; 8 Plains; 4 Starting Town; 1 Mockingbird; 4 Starfield Shepherd; 2 Haliya, Guided by Light; 2 Cosmogrand Zenith; 4 Seam Rip; 4 Floodfarm Verge; 4 Hallowed Fountain; 2 Nurturing Pixie; 4 Springleaf Drum; 3 Get Lost; 4 Quantum Riddler","1 Requisition Raid; 2 Pyrrhic Strike; 3 Spider-Sense; 1 Curious Farm Animals; 4 Rest in Peace; 3 Clarion Conqueror; 1 Elspeth, Storm Slayer"
Gavin Teo,Temur Lessons,2 Questing Druid; 4 Gran-Gran; 3 Eddymurk Crab; 4 Willowrush Verge; 4 Stormchaser's Talent; 4 Boomerang Basics; 1 Breeding Pool; 3 Island; 4 Combustion Technique; 3 Flow State; 2 Multiversal Passage; 2 Iroh's Demonstration; 4 Firebending Lesson; 4 Accumulate Wisdom; 3 Abandon Attachments; 4 Riverpyre Verge; 1 It'll Quench Ya!; 4 Steam Vents; 4 Spirebluff Canal,"2 Origin of Metalbending; 1 Disdainful Stroke; 1 Flashfreeze; 2 Toph, Hardheaded Teacher; 1 Annul; 1 Get Out; 1 Roaring Furnace // Steaming Sauna; 2 Spell Pierce; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 1 Broadside Barrage"
Lorenzo Terlizzi,Simic Omniscience,"2 Opt; 4 Willowrush Verge; 4 Bounce Off; 2 Winternight Stories; 4 Breeding Pool; 3 Island; 2 Multiversal Passage; 4 Kona, Rescue Beastie; 4 Uthros, Titanic Godcore; 3 Spell Snare; 1 Into the Flood Maw; 2 Spell Pierce; 4 Cavern of Souls; 3 Marang River Regent; 4 Stock Up; 4 Evendo, Waking Haven; 4 Omniscience; 4 Formidable Speaker; 2 North Wind Avatar",1 Flashfreeze; 1 Omni-Changeling; 1 Consult the Star Charts; 2 Ghost Vacuum; 1 Into the Flood Maw; 1 Marang River Regent; 2 Spider-Sense; 2 Emeritus of Ideation; 3 Voice of Victory; 1 Terror of the Peaks
Sebastian Thaler,Izzet Prowess,4 Colorstorm Stallion; 3 Elusive Otter; 4 Slickshot Show-Off; 4 Boomerang Basics; 4 Flow State; 4 Sleight of Hand; 2 Wild Ride; 4 Burst Lightning; 4 Opt; 1 Secret Identity; 4 Stormchaser's Talent; 6 Island; 2 Multiversal Passage; 4 Riverpyre Verge; 4 Spirebluff Canal; 4 Steam Vents; 1 Willowrush Verge; 1 Into the Flood Maw,"1 Broadside Barrage; 2 Eddymurk Crab; 1 Elusive Otter; 2 Get Out; 1 Impractical Joke; 1 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 2 Soul-Guide Lantern; 2 Spell Pierce; 1 Sear; 1 Bounce Off"
Claire Tian,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 2 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 2 Multiversal Passage; 1 Spell Pierce; 1 Stock Up; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 1 Octopus Form; 4 Slickshot Show-Off,"1 Annul; 1 Get Out; 1 Sear; 1 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 2 Ral, Crackling Wit; 1 Abrade; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Negate; 1 Spell Snare; 2 Broadside Barrage"
Oliver Tomajko,Selesnya Landfall,"4 Erode; 1 Surrak, Elusive Hunter; 2 Lumbering Worldwagon; 1 Bushwhack; 4 Earthbender Ascension; 4 Sazh's Chocobo; 7 Forest; 2 Icetill Explorer; 2 Temple Garden; 4 Llanowar Elves; 4 Badgermole Cub; 2 Dyadrine, Synthesis Amalgam; 4 Fabled Passage; 4 Hushwood Verge; 4 Mightform Harmonizer; 4 Escape Tunnel; 2 Plains; 3 Ba Sing Se; 2 Mossborn Hydra","2 Surrak, Elusive Hunter; 3 Sheltered by Ghosts; 1 Keen-Eyed Curator; 1 Restoration Magic; 1 Mossborn Hydra; 3 Rest in Peace; 2 Snakeskin Veil; 2 Voice of Victory"
